         1457927 function calls (1423228 primitive calls) in 1.148 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:481(__repr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:513(__str__)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:1(<module>)
      112    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x7874447dfc40}
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3028(_sample_dispatch)
        7    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9664(skewnorm_gen)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 regression.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dtypes.py:1835(construct_from_string)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:98(zeros_like)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 ops.py:569(BaseGrouper)
        1    0.000    0.000    0.000    0.000 sysconfig.py:248(is_python_build)
        1    0.000    0.000    0.000    0.000 _omp.py:645(OrthogonalMatchingPursuit)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9342(irwinhall_gen)
       60    0.000    0.000    0.000    0.000 typing.py:2867(<genexpr>)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 indexing.py:726(_LocationIndexer)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3605(_pmf_formula)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1689(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       21    0.000    0.000    0.000    0.000 six.py:194(find_spec)
       13    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 _label.py:795(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 _omp.py:901(OrthogonalMatchingPursuitCV)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen os>:779(getenv)
        2    0.000    0.000    0.000    0.000 platform.py:1015(machine)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regression.py:21(KNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 _elliptic_envelope.py:15(EllipticEnvelope)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2700(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 _least_angle.py:1210(LassoLars)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:3523(ndim)
       65    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        7    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        1    0.000    0.000    0.000    0.000 dtypes.py:155(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 physics_engine.py:54(PhysicsEngine)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:20(type_aliases_gen)
        6    0.000    0.000    0.000    0.000 numeric.py:324(full)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classes.py:1114(DecisionTreeRegressor)
       10    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
       18    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2149(_overrides)
        1    0.000    0.000    0.000    0.000 numpy_.py:51(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 _censored_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ridge.py:2793(RidgeClassifierCV)
       64    0.000    0.000    0.000    0.000 common.py:24(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 _linalg.py:110(QRResult)
       15    0.000    0.000    0.000    0.000 dtypes.py:2228(construct_from_string)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _bicluster.py:360(SpectralBiclustering)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1129(argsort)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3548(gamma_gen)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:3190(min)
        4    0.000    0.000    0.000    0.000 threadpoolctl.py:537(decorator)
        2    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        1    0.000    0.000    0.000    0.000 reduction.py:94(set_loky_pickler)
        1    0.000    0.000    0.000    0.000 docscrape.py:111(NumpyDocString)
        1    0.000    0.000    0.000    0.000 _nmf.py:1317(NMF)
        1    0.000    0.000    0.000    0.000 _kmeans.py:1192(KMeans)
      183    0.000    0.000    0.000    0.000 typing.py:2154(cast)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
       18    0.000    0.000    0.000    0.000 base.py:520(register)
       11    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
       17    0.000    0.000    0.000    0.000 warnings.py:503(__exit__)
        1    0.000    0.000    0.000    0.000 merge.py:713(_MergeOperation)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 _empirical_covariance.py:114(EmpiricalCovariance)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4697(halfnorm_gen)
        2    0.000    0.000    0.000    0.000 arrayprint.py:561(decorating_function)
        7    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
      174    0.000    0.000    0.000    0.000 _docscrape.py:724(_is_show_member)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:70(_icdf_formula)
        1    0.000    0.000    0.000    0.000 _tzpath.py:36(_parse_python_tzpath)
       95    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 _helpers.py:310(is_numpy_namespace)
        7    0.000    0.000    0.000    0.000 core.py:2615(_arraymethod)
        1    0.000    0.000    0.000    0.000 _linalg.py:106(EighResult)
        7    0.000    0.000    0.000    0.000 __init__.py:520(_cmpkey)
        1    0.000    0.000    0.000    0.000 _compressed.py:25(_cs_matrix)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9165(reciprocal_gen)
        4    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4262(gumbel_r_gen)
       13    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       24    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3622(_overrides)
        1    0.000    0.000    0.000    0.000 base_events.py:276(Server)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:125(StandardNormal)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3643(_pxf_dispatch)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       15    0.000    0.000    0.000    0.000 dtypes.py:342(construct_from_string)
        6    0.000    0.000    0.000    0.000 compressor.py:47(register_compressor)
        1    0.000    0.000    0.000    0.000 _ridge.py:887(_BaseRidge)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4097(<lambda>)
        4    0.000    0.000    0.000    0.000 shape_base.py:21(atleast_1d)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        9    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       25    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 textwrap.py:143(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8157(pareto_gen)
       18    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2701(Fixed)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 _array_api.py:485(xp_ravel)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:91(_BaseVersion)
        4    0.000    0.000    0.000    0.000 locale.py:464(_parse_localename)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
      126    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6458(logistic_gen)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        1    0.000    0.000    0.000    0.000 hermite.py:1697(Hermite)
       29    0.000    0.000    0.000    0.000 getlimits.py:709(min)
       15    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _linalg.py:114(SlogdetResult)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:355(_Gamma)
        2    0.000    0.000    0.000    0.000 deprecation.py:86(_decorate_fun)
        1    0.000    0.000    0.000    0.000 _regression.py:275(RadiusNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 grouper.py:66(Grouper)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10829(uniform_gen)
       66    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _coo.py:26(_coo_base)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3040(_sample_inverse_transform)
        4    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _available_if.py:1(<module>)
       62    0.000    0.000    0.000    0.000 _bunch.py:128(<genexpr>)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:174(Column)
        1    0.000    0.000    0.000    0.000 __init__.py:638(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _param_validation.py:676(HasMethods)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:29(ParallelBackendBase)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ridge.py:1380(RidgeClassifier)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1713(_identify_parameterization)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:35(ArrowStringArrayMixin)
      224    0.000    0.000    0.000    0.000 multiarray.py:588(can_cast)
        1    0.000    0.000    0.000    0.000 _shrunk_covariance.py:159(ShrunkCovariance)
        4    0.000    0.000    0.000    0.000 __init__.py:517(cast)
        1    0.000    0.000    0.000    0.000 _polyint.py:136(_set_dtype)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 _new_distributions.py:165(_icdf_formula)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:166(HelpFormatter)
        1    0.000    0.000    0.000    0.000 _interpolate.py:434(fill_value)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4475(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 base.py:182(SelectionMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        1    0.000    0.000    0.000    0.000 sql.py:2101(ADBCDatabase)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        2    0.000    0.000    0.000    0.000 _dispatcher.py:65(valid_metrics)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_recalculate)
       83    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 pool.py:173(Pool)
        1    0.000    0.000    0.000    0.000 defchararray.py:416(chararray)
       16    0.000    0.000    0.000    0.000 numeric.py:1469(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 _dcsrch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _backend.py:51(set_global_backend)
        1    0.000    0.000    0.000    0.000 stata.py:2254(StataWriter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4394(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _isocbind.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:677(rv_generic)
        1    0.000    0.000    0.000    0.000 initializers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:17(_dok_base)
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6697(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _probability_distribution.py:5(_ProbabilityDistribution)
       52    0.000    0.000    0.000    0.000 _internal.py:663(__bool__)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 _shrunk_covariance.py:467(LedoitWolf)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:365(DataFrame)
        1    0.000    0.000    0.000    0.000 rk.py:293(RK45)
        1    0.000    0.000    0.000    0.000 pytables.py:498(HDFStore)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:413(abspath)
        1    0.000    0.000    0.000    0.000 random.py:454(choices)
       18    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 _graph.py:489(RadiusNeighborsTransformer)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:109(take)
        1    0.000    0.000    0.000    0.000 tarfile.py:1666(TarFile)
        1    0.000    0.000    0.000    0.000 object_array.py:37(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.000    0.000 _graph.py:263(KNeighborsTransformer)
        1    0.000    0.000    0.000    0.000 _data.py:1535(RobustScaler)
        1    0.000    0.000    0.000    0.000 apply.py:1134(FrameRowApply)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.000    0.000 _decorators.py:437(__init__)
        3    0.000    0.000    0.000    0.000 arrayprint.py:460(_get_formatdict)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3761(erlang_gen)
        1    0.000    0.000    0.000    0.000 laguerre.py:1632(Laguerre)
        1    0.000    0.000    0.000    0.000 pydoc.py:590(HTMLDoc)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4568(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 polynomial.py:1548(Polynomial)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
       59    0.000    0.000    0.000    0.000 _scorer.py:248(__init__)
       12    0.000    0.000    0.000    0.000 arrayprint.py:801(_extendLine)
        1    0.000    0.000    0.000    0.000 expr.py:339(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1657(rv_continuous)
        6    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
       57    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
       80    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 _classes.py:900(NuSVC)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1920(Chebyshev)
        1    0.000    0.000    0.000    0.000 _misc.py:608(_Options)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _label.py:184(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1188(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        3    0.000    0.000    0.000    0.000 blas.py:270(find_best_blas_type)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2532(MultiTaskElasticNet)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:32(_slice_at_axis)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(StringConverter)
        3    0.000    0.000    0.000    0.000 _new_distributions.py:394(_pmf_formula)
       21    0.000    0.000    0.000    0.000 _codata.py:2127(value)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1599(HermiteE)
        1    0.000    0.000    0.000    0.000 _base.py:927(ExcelWriter)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
      147    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _json.py:818(JsonReader)
      108    0.000    0.000    0.000    0.000 _internal.py:659(next)
        1    0.000    0.000    0.000    0.000 base.py:43(ExtensionDtype)
       15    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
       16    0.000    0.000    0.000    0.000 doccer.py:82(inherit_docstring_from)
       13    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 base.py:65(DataManager)
        1    0.000    0.000    0.000    0.000 sql.py:2632(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericDtype)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:401(_Pickler)
       11    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2035(_preserve_type)
       28    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.000    0.000 _internal.py:253(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
       22    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 apply.py:1235(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 _bicluster.py:202(SpectralCoclustering)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 glm.py:738(TweedieRegressor)
        1    0.000    0.000    0.000    0.000 _data.py:740(StandardScaler)
        1    0.000    0.000    0.000    0.000 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:71(PythonParser)
        1    0.000    0.000    0.000    0.000 _search.py:1615(RandomizedSearchCV)
        2    0.000    0.000    0.000    0.000 _helpers.py:305(_compat_module_name)
        1    0.000    0.000    0.000    0.000 _stats_py.py:9096(QuantileTestResult)
       15    0.000    0.000    0.000    0.000 functools.py:979(__get__)
        2    0.000    0.000    0.000    0.000 parallel.py:205(decorator)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _unsupervised.py:10(NearestNeighbors)
        1    0.000    0.000    0.000    0.000 apply.py:118(Apply)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1093(poly1d)
        2    0.000    0.000    0.000    0.000 version.py:386(base_version)
        5    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 rk.py:183(RK23)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:57(_view_roi)
       76    0.000    0.000    0.000    0.000 _array_api.py:127(_check_array_api_dispatch)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        2    0.000    0.000    0.000    0.000 _at.py:61(at)
        1    0.000    0.000    0.000    0.000 _param_validation.py:651(__init__)
       33    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       40    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        2    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       18    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        4    0.000    0.000    0.000    0.000 _methods.py:41(_amax)
        1    0.000    0.000    0.000    0.000 pytables.py:2386(DataCol)
        2    0.000    0.000    0.000    0.000 numerictypes.py:372(_preprocess_dtype)
        1    0.000    0.000    0.000    0.000 array_manager.py:101(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 base.py:501(Registry)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2898(_icdf_dispatch)
        1    0.000    0.000    0.000    0.000 _delegators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 managers.py:922(BlockManager)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dispatcher.py:58(BaseDistancesReductionDispatcher)
        8    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        9    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
       34    0.000    0.000    0.000    0.000 invalid.py:44(make_invalid_op)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:59(decorator)
       34    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 _codata.py:478(exact2006)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2926(MultiTaskElasticNetCV)
        1    0.000    0.000    0.000    0.000 _backend.py:330(set_global_backend)
        1    0.000    0.000    0.000    0.000 pytables.py:2047(IndexCol)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
        2    0.000    0.000    0.000    0.000 <frozen os>:694(__delitem__)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 _rgi.py:56(RegularGridInterpolator)
       15    0.000    0.000    0.000    0.000 _helpers.py:660(_check_device)
       19    0.000    0.000    0.000    0.000 datetimes.py:126(_field_accessor)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:464(__exit__)
       24    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
       76    0.000    0.000    0.000    0.000 inspect.py:2857(__init__)
        1    0.000    0.000    0.000    0.000 _ridge.py:1028(Ridge)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3161(rv_discrete)
        5    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 managers.py:1844(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 util.py:174(register_after_fork)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:1012(addgroup)
       11    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1760(DatelikeOps)
        1    0.000    0.000    0.000    0.000 _classification_threshold.py:207(FixedThresholdClassifier)
        1    0.000    0.000    0.000    0.000 _common.py:572(__init__)
        1    0.000    0.000    0.000    0.000 extbuild.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:678(_workers_wrapper)
        5    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 _data.py:303(MinMaxScaler)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        9    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
       15    0.000    0.000    0.000    0.000 auxfuncs.py:792(gentitle)
       40    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        1    0.000    0.000    0.000    0.000 _gaussian_mixture.py:556(GaussianMixture)
       56    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
       18    0.000    0.000    0.000    0.000 _data.py:142(_create_method)
        1    0.000    0.000    0.000    0.000 legendre.py:1562(Legendre)
